focus_rank,focus_bucket,focus_reason_flags,priority_label,manual_action_group,source_tier,scope_id,league_id,team_id,team_name,player_name,issue_type,operator_action,source_priority,official_status,confidence,operator_verify_required,source_domain,source_candidate_url,candidate_entity_id,source_proof_status,identity_verification_status,official_profile_url,photo_candidate_status,action_photo_candidate_status,action_photo_starter_intake_file,source_priority_row_ref,triage_row_ref,candidate_action_row_ref,open_next_file,open_next_row_ref,why_row_matters,next_manual_action,do_not_do,download_approved,source_url,entity_id,rights_class,identity_confidence,intended_review_only_use,operator_decision,operator_notes,review_only,approval_state_change,candidate_state_change,asset_downloads,headshot_writes,approved_marker_writes,publish_ready,auto_approval,auto_publish,move_files,paid_apis
53,2_p0_roster_or_source_verify,p0_source_or_roster_row|future_intake_prep_only,P0_OFFICIAL_FEDERATION_ROSTER,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,frauen_bundesliga_germany,fc_carl_zeiss_jena_women,FC Carl Zeiss Jena Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_FEDERATION_ROSTER,official_federation,high,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/fc-carl-zeiss-jena-2237862,fc_carl_zeiss_jena_women,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,future_quarantine_download_intake_prep,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=89,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=9,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=89,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=89,FC Carl Zeiss Jena Women is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
54,2_p0_roster_or_source_verify,p0_source_or_roster_row|operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,roster_source_verify,official_source_candidate,europe_top_flight,frauen_bundesliga_germany,hamburger_sv_women,Hamburger SV Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_ROSTER,official_team,medium,yes,hsv.de,https://www.hsv.de/profis/team-hsv-frauen/kader-hsv-frauen,hamburger_sv_women,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,europe_source_candidate_not_render_ready,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=32,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=9,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=3,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=32,Hamburger SV Women is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Open the official or advisory roster source manually and verify source quality before any future candidate-state writeback.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
55,2_p0_roster_or_source_verify,p0_source_or_roster_row|future_intake_prep_only,P0_OFFICIAL_FEDERATION_ROSTER,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,frauen_bundesliga_germany,rb_leipzig_women,RB Leipzig Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_FEDERATION_ROSTER,official_federation,high,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/rb-leipzig-2237175,rb_leipzig_women,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,future_quarantine_download_intake_prep,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=90,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=9,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=90,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=90,RB Leipzig Women is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
56,2_p0_roster_or_source_verify,p0_source_or_roster_row|operator_verify_required,P0_OFFICIAL_CLUB_PAGE,roster_source_verify,official_source_candidate,europe_top_flight,frauen_bundesliga_germany,sc_freiburg_women,SC Freiburg Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_PAGE,official_team,medium_low,yes,scfreiburg.com,https://www.scfreiburg.com/frauen,sc_freiburg_women,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,europe_source_candidate_not_render_ready,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=33,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=9,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=4,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=33,SC Freiburg Women is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Open the official or advisory roster source manually and verify source quality before any future candidate-state writeback.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
57,2_p0_roster_or_source_verify,p0_source_or_roster_row|future_intake_prep_only,P0_OFFICIAL_FEDERATION_ROSTER,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,frauen_bundesliga_germany,sgs_essen,SGS Essen,,official_source_map,source_metadata_review_only,P0_OFFICIAL_FEDERATION_ROSTER,official_federation,high,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/sgs-essen,sgs_essen,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,future_quarantine_download_intake_prep,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=91,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=9,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=91,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=91,SGS Essen is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
58,2_p0_roster_or_source_verify,p0_source_or_roster_row|future_intake_prep_only,P0_OFFICIAL_FEDERATION_ROSTER,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,frauen_bundesliga_germany,sv_werder_bremen_women,SV Werder Bremen Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_FEDERATION_ROSTER,official_federation,high,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/sv-werder-bremen-29374,sv_werder_bremen_women,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,future_quarantine_download_intake_prep,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=92,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=9,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=92,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=92,SV Werder Bremen Women is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
59,2_p0_roster_or_source_verify,p0_source_or_roster_row|operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,roster_source_verify,official_source_candidate,europe_top_flight,frauen_bundesliga_germany,tsg_hoffenheim_women,TSG Hoffenheim Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_ROSTER,official_team,medium,yes,tsg-hoffenheim.de,https://www.tsg-hoffenheim.de/teams/frauen/bundesliga/team,tsg_hoffenheim_women,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,europe_source_candidate_not_render_ready,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=34,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=9,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=5,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=34,TSG Hoffenheim Women is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Open the official or advisory roster source manually and verify source quality before any future candidate-state writeback.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
60,2_p0_roster_or_source_verify,p0_source_or_roster_row|future_intake_prep_only,P0_OFFICIAL_FEDERATION_ROSTER,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,frauen_bundesliga_germany,union_berlin_women,Union Berlin Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_FEDERATION_ROSTER,official_federation,high,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/1-fc-union-berlin-29398,union_berlin_women,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,future_quarantine_download_intake_prep,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=93,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=9,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=93,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=93,Union Berlin Women is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
61,2_p0_roster_or_source_verify,p0_source_or_roster_row|future_intake_prep_only,P0_OFFICIAL_FEDERATION_ROSTER,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,frauen_bundesliga_germany,vfl_wolfsburg_women,VfL Wolfsburg Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_FEDERATION_ROSTER,official_federation,high,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/vfl-wolfsburg-2085,vfl_wolfsburg_women,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,future_quarantine_download_intake_prep,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=94,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=9,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=94,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=94,VfL Wolfsburg Women is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
62,2_p0_roster_or_source_verify,p0_source_or_roster_row|operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,roster_source_verify,official_source_candidate,europe_top_flight,serie_a_women_italy,ac_milan_women,AC Milan Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_ROSTER,official_team,high,yes,acmilan.com,https://www.acmilan.com/en/teams/women-first-team/all,ac_milan_women,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,europe_source_candidate_not_render_ready,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=35,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=10,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=6,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=35,AC Milan Women is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Open the official or advisory roster source manually and verify source quality before any future candidate-state writeback.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
63,2_p0_roster_or_source_verify,p0_source_or_roster_row|operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,roster_source_verify,official_source_candidate,europe_top_flight,serie_a_women_italy,as_roma_women,AS Roma Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_ROSTER,official_team,high,yes,asroma.com,https://www.asroma.com/en/women/players-and-staff,as_roma_women,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,europe_source_candidate_not_render_ready,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=36,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=10,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=7,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=36,AS Roma Women is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Open the official or advisory roster source manually and verify source quality before any future candidate-state writeback.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
64,2_p0_roster_or_source_verify,p0_source_or_roster_row|operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,roster_source_verify,official_source_candidate,europe_top_flight,serie_a_women_italy,como_women,Como Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_ROSTER,official_team,high,yes,comowomen.com,https://comowomen.com/en/team-and-staff,como_women,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,europe_source_candidate_not_render_ready,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=37,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=10,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=37,Como Women is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Open the official or advisory roster source manually and verify source quality before any future candidate-state writeback.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
65,2_p0_roster_or_source_verify,p0_source_or_roster_row|future_intake_prep_only,P0_OFFICIAL_CLUB_ROSTER,future_quarantine_download_intake_prep,official_source_candidate,europe_top_flight,serie_a_women_italy,fc_internazionale_women,FC Internazionale Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_ROSTER,official_team,high,no,inter.it,https://www.inter.it/en/teams/inter-women,fc_internazionale_women,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,future_quarantine_download_intake_prep,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=95,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=10,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=95,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=95,FC Internazionale Women is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
66,2_p0_roster_or_source_verify,p0_source_or_roster_row|operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,roster_source_verify,official_source_candidate,europe_top_flight,serie_a_women_italy,fiorentina_women,Fiorentina Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_ROSTER,official_team,medium_high,yes,acffiorentina.com,https://www.acffiorentina.com/en/fiorentina-women,fiorentina_women,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,europe_source_candidate_not_render_ready,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=38,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=10,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=9,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=38,Fiorentina Women is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Open the official or advisory roster source manually and verify source quality before any future candidate-state writeback.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
67,2_p0_roster_or_source_verify,p0_source_or_roster_row|operator_verify_required,P0_OFFICIAL_CLUB_PAGE,roster_source_verify,official_source_candidate,europe_top_flight,serie_a_women_italy,genoa_women,Genoa Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_PAGE,official_team,medium_low,yes,genoacfc.it,https://genoacfc.it/prima-squadra-femminile/,genoa_women,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,europe_source_candidate_not_render_ready,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=39,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=10,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=10,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=39,Genoa Women is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Open the official or advisory roster source manually and verify source quality before any future candidate-state writeback.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
68,2_p0_roster_or_source_verify,p0_source_or_roster_row|operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,roster_source_verify,official_source_candidate,europe_top_flight,serie_a_women_italy,juventus_women,Juventus Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_ROSTER,official_team,high,yes,juventus.com,https://www.juventus.com/en/teams/first-team-women/squad/,juventus_women,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,europe_source_candidate_not_render_ready,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=40,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=10,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=11,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=40,Juventus Women is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Open the official or advisory roster source manually and verify source quality before any future candidate-state writeback.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
69,2_p0_roster_or_source_verify,p0_source_or_roster_row|operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,roster_source_verify,official_source_candidate,europe_top_flight,serie_a_women_italy,lazio_women,Lazio Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_ROSTER,official_team,high,yes,sslazio.it,https://www.sslazio.it/it/team/lazio-prima-squadra-femminile/squadra,lazio_women,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,europe_source_candidate_not_render_ready,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=41,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=10,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=12,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=41,Lazio Women is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Open the official or advisory roster source manually and verify source quality before any future candidate-state writeback.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
70,2_p0_roster_or_source_verify,p0_source_or_roster_row|operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,roster_source_verify,official_source_candidate,europe_top_flight,serie_a_women_italy,napoli_femminile,Napoli Femminile,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_ROSTER,official_team,high,yes,napolifemminile.it,https://napolifemminile.it/rosa/,napoli_femminile,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,europe_source_candidate_not_render_ready,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=42,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=10,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=13,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=42,Napoli Femminile is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Open the official or advisory roster source manually and verify source quality before any future candidate-state writeback.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
71,2_p0_roster_or_source_verify,p0_source_or_roster_row|operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,roster_source_verify,official_source_candidate,europe_top_flight,serie_a_women_italy,parma_women,Parma Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_ROSTER,official_team,medium_high,yes,parmacalcio1913.com,https://www.parmacalcio1913.com/prima-squadra-femminile/,parma_women,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,europe_source_candidate_not_render_ready,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=43,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=10,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=14,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=43,Parma Women is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Open the official or advisory roster source manually and verify source quality before any future candidate-state writeback.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
72,2_p0_roster_or_source_verify,p0_source_or_roster_row|operator_verify_required,P0_OFFICIAL_CLUB_ROSTER,roster_source_verify,official_source_candidate,europe_top_flight,arkema_premiere_ligue_france,as_saint_etienne_women,AS Saint-Etienne Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_ROSTER,official_team,high,yes,asse.fr,https://www.asse.fr/fr/feminines/saison-2025-2026/arkema-premiere-ligue,as_saint_etienne_women,official_source_candidate_manual_verification_required,team_or_roster_scope_not_player_specific,,europe_source_candidate_not_render_ready,action_photo_starter_intake_available_no_candidate_selected,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=44,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=11,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=15,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=44,AS Saint-Etienne Women is a P0 roster/source verification row; open the source and triage refs before any candidate-state writeback.,Open the official or advisory roster source manually and verify source quality before any future candidate-state writeback.,"Do not download assets, write headshots, approve candidates, create .approved markers, move files, or publish from this generated row.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
