candidate_action_rank,manual_action_group,source_tier,research_lane,scope_id,league_id,team_id,team_name,player_name,issue_type,operator_action,source_priority,official_status,confidence,operator_verify_required,source_domain,source_candidate_url,source_priority_row_ref,source_priority_file,triage_row_ref,triage_file,candidate_entity_id,linked_queue_bucket,render_readiness,next_manual_action,download_approved,source_url,entity_id,rights_class,identity_confidence,intended_review_only_use,operator_decision,operator_notes,review_only,approval_state_change,candidate_state_change,asset_downloads,headshot_writes,approved_marker_writes,publish_ready,auto_approval,auto_publish,move_files,paid_apis
67,future_quarantine_download_intake_prep,official_source_candidate,europe_official_source_map,europe_top_flight,wsl_england,west_ham_united_women,West Ham United Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_TEAM,official_league,high,no,wslfootball.com,https://www.wslfootball.com/clubs/west-ham-united/squad,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=67,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=7,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,west_ham_united_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
68,future_quarantine_download_intake_prep,official_source_candidate,europe_official_source_map,europe_top_flight,liga_f_spain,alhama_cf_elpozo,Alhama CF ElPozo,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/alhama-cf-femenino/20478/plantilla/2026,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=68,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,alhama_cf_elpozo,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
69,future_quarantine_download_intake_prep,official_source_candidate,europe_official_source_map,europe_top_flight,liga_f_spain,athletic_club,Athletic Club,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/athletic-club-femenino/8845/plantilla/2026,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=69,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,athletic_club,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
70,future_quarantine_download_intake_prep,official_source_candidate,europe_official_source_map,europe_top_flight,liga_f_spain,atl_tico_de_madrid,Atlético de Madrid,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/club-atletico-de-madrid-femenino/12279/plantilla/2026,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=70,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,atl_tico_de_madrid,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
71,future_quarantine_download_intake_prep,official_source_candidate,europe_official_source_map,europe_top_flight,liga_f_spain,costa_adeje_tenerife,Costa Adeje Tenerife,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/ud-granadilla-tenerife-sur-femenino/12369/plantilla/2026,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=71,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,costa_adeje_tenerife,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
72,future_quarantine_download_intake_prep,official_source_candidate,europe_official_source_map,europe_top_flight,liga_f_spain,dux_logro_o,DUX Logroño,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/edf-logrono-femenina/51737/plantilla/2026,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=72,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,dux_logro_o,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
73,future_quarantine_download_intake_prep,official_source_candidate,europe_official_source_map,europe_top_flight,liga_f_spain,deportivo_abanca,Deportivo Abanca,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/deportivo-femenino/8870/plantilla/2026,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=73,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,deportivo_abanca,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
74,future_quarantine_download_intake_prep,official_source_candidate,europe_official_source_map,europe_top_flight,liga_f_spain,fc_badalona_women,FC Badalona Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/levante-las-planas-femenino/20435/plantilla/2026,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=74,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,fc_badalona_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
75,future_quarantine_download_intake_prep,official_source_candidate,europe_official_source_map,europe_top_flight,liga_f_spain,fc_barcelona,FC Barcelona,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/fc-barcelona-femenino/8852/plantilla/2026,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=75,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,fc_barcelona,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
76,future_quarantine_download_intake_prep,official_source_candidate,europe_official_source_map,europe_top_flight,liga_f_spain,granada_cf,Granada CF,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/granada-cf-femenino/8909/plantilla/2026,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=76,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,granada_cf,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
77,future_quarantine_download_intake_prep,official_source_candidate,europe_official_source_map,europe_top_flight,liga_f_spain,levante_ud,Levante UD,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/levante-ud-femenino/8859/plantilla/2026,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=77,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,levante_ud,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
78,future_quarantine_download_intake_prep,official_source_candidate,europe_official_source_map,europe_top_flight,liga_f_spain,madrid_cff,Madrid CFF,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/madrid-cf-femenino/12358/plantilla/2026,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=78,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,madrid_cff,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
79,future_quarantine_download_intake_prep,official_source_candidate,europe_official_source_map,europe_top_flight,liga_f_spain,rcd_espanyol_de_barcelona,RCD Espanyol de Barcelona,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/rcd-espanyol-femenino/8847/plantilla/2026,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=79,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,rcd_espanyol_de_barcelona,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
80,future_quarantine_download_intake_prep,official_source_candidate,europe_official_source_map,europe_top_flight,liga_f_spain,real_madrid_cf,Real Madrid CF,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/real-madrid-femenino/12364/plantilla/2026,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=80,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,real_madrid_cf,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
81,future_quarantine_download_intake_prep,official_source_candidate,europe_official_source_map,europe_top_flight,liga_f_spain,real_sociedad,Real Sociedad,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/real-sociedad-futbol-femenino/8843/plantilla/2026,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=81,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,real_sociedad,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
82,future_quarantine_download_intake_prep,official_source_candidate,europe_official_source_map,europe_top_flight,liga_f_spain,sd_eibar,SD Eibar,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/eibar-femenino/66085/plantilla/2026,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=82,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,sd_eibar,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
83,future_quarantine_download_intake_prep,official_source_candidate,europe_official_source_map,europe_top_flight,liga_f_spain,sevilla_fc,Sevilla FC,,official_source_map,source_metadata_review_only,P0_OFFICIAL_LEAGUE_ROSTER,official_league,high,no,ligaf.es,https://ligaf.es/equipo/sevilla-fc-femenino-esp/12280/plantilla/2026,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=83,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,sevilla_fc,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
84,future_quarantine_download_intake_prep,official_source_candidate,europe_official_source_map,europe_top_flight,frauen_bundesliga_germany,1_fc_k_ln_women,1. FC Köln Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_FEDERATION_ROSTER,official_federation,high,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/1-fc-koeln-39074,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=84,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=9,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,1_fc_k_ln_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
85,future_quarantine_download_intake_prep,official_source_candidate,europe_official_source_map,europe_top_flight,frauen_bundesliga_germany,1_fc_n_rnberg_women,1. FC Nürnberg Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_FEDERATION_ROSTER,official_federation,high,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/1-fc-nuernberg-29267,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=85,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=9,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,1_fc_n_rnberg_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
86,future_quarantine_download_intake_prep,official_source_candidate,europe_official_source_map,europe_top_flight,frauen_bundesliga_germany,bayer_04_leverkusen_women,Bayer 04 Leverkusen Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_FEDERATION_ROSTER,official_federation,high,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/bayer-04-leverkusen-21515,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=86,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=9,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,bayer_04_leverkusen_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
87,future_quarantine_download_intake_prep,official_source_candidate,europe_official_source_map,europe_top_flight,frauen_bundesliga_germany,eintracht_frankfurt_women,Eintracht Frankfurt Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_FEDERATION_ROSTER,official_federation,high,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/eintracht-frankfurt-31426,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=87,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=9,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,eintracht_frankfurt_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
88,future_quarantine_download_intake_prep,official_source_candidate,europe_official_source_map,europe_top_flight,frauen_bundesliga_germany,fc_bayern_munich_women,FC Bayern Munich Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_FEDERATION_ROSTER,official_federation,high,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/bayern-muenchen-208,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=88,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=9,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,fc_bayern_munich_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
89,future_quarantine_download_intake_prep,official_source_candidate,europe_official_source_map,europe_top_flight,frauen_bundesliga_germany,fc_carl_zeiss_jena_women,FC Carl Zeiss Jena Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_FEDERATION_ROSTER,official_federation,high,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/fc-carl-zeiss-jena-2237862,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=89,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=9,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,fc_carl_zeiss_jena_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
90,future_quarantine_download_intake_prep,official_source_candidate,europe_official_source_map,europe_top_flight,frauen_bundesliga_germany,rb_leipzig_women,RB Leipzig Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_FEDERATION_ROSTER,official_federation,high,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/rb-leipzig-2237175,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=90,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=9,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,rb_leipzig_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
91,future_quarantine_download_intake_prep,official_source_candidate,europe_official_source_map,europe_top_flight,frauen_bundesliga_germany,sgs_essen,SGS Essen,,official_source_map,source_metadata_review_only,P0_OFFICIAL_FEDERATION_ROSTER,official_federation,high,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/sgs-essen,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=91,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=9,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,sgs_essen,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
92,future_quarantine_download_intake_prep,official_source_candidate,europe_official_source_map,europe_top_flight,frauen_bundesliga_germany,sv_werder_bremen_women,SV Werder Bremen Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_FEDERATION_ROSTER,official_federation,high,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/sv-werder-bremen-29374,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=92,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=9,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,sv_werder_bremen_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
93,future_quarantine_download_intake_prep,official_source_candidate,europe_official_source_map,europe_top_flight,frauen_bundesliga_germany,union_berlin_women,Union Berlin Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_FEDERATION_ROSTER,official_federation,high,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/1-fc-union-berlin-29398,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=93,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=9,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,union_berlin_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
94,future_quarantine_download_intake_prep,official_source_candidate,europe_official_source_map,europe_top_flight,frauen_bundesliga_germany,vfl_wolfsburg_women,VfL Wolfsburg Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_FEDERATION_ROSTER,official_federation,high,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/vfl-wolfsburg-2085,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=94,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=9,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,vfl_wolfsburg_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
95,future_quarantine_download_intake_prep,official_source_candidate,europe_official_source_map,europe_top_flight,serie_a_women_italy,fc_internazionale_women,FC Internazionale Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_ROSTER,official_team,high,no,inter.it,https://www.inter.it/en/teams/inter-women,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=95,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv#row=10,data/asset_registry/womens_soccer/womens_soccer_athlete_review_triage.csv,fc_internazionale_women,p1_europe_gray_area_source_review,not_render_ready_source_candidate_only,Prepare future human intake only; generated fields do not authorize quarantine download or asset approval.,no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
