research_next_rank,focus_rank,candidate_action_rank,scope_id,league_id,team_id,team_name,player_name,priority_label,focus_bucket,source_tier,source_domain,source_candidate_url,candidate_page_url_needed,evidence_url_needed,identity_anchor_url_needed,official_profile_url_needed,source_priority_row_ref,candidate_action_row_ref,operator_focus_row_ref,action_photo_starter_intake_file,research_return_intake_file,paste_fields_to_fill,candidate_ready_for_later_human_download_decision_review,manual_next_action,do_not_do,download_approved,source_url,entity_id,rights_class,identity_confidence,intended_review_only_use,operator_decision,operator_notes,review_only,approval_state_change,candidate_state_change,asset_downloads,headshot_writes,approved_marker_writes,publish_ready,auto_approval,auto_publish,move_files,paid_apis
50,50,86,europe_top_flight,frauen_bundesliga_germany,bayer_04_leverkusen_women,Bayer 04 Leverkusen Women,,P0_OFFICIAL_FEDERATION_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/bayer-04-leverkusen-21515,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=86,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=86,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=50,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
51,51,87,europe_top_flight,frauen_bundesliga_germany,eintracht_frankfurt_women,Eintracht Frankfurt Women,,P0_OFFICIAL_FEDERATION_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/eintracht-frankfurt-31426,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=87,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=87,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=51,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
52,52,88,europe_top_flight,frauen_bundesliga_germany,fc_bayern_munich_women,FC Bayern Munich Women,,P0_OFFICIAL_FEDERATION_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/bayern-muenchen-208,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=88,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=88,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=52,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
53,53,89,europe_top_flight,frauen_bundesliga_germany,fc_carl_zeiss_jena_women,FC Carl Zeiss Jena Women,,P0_OFFICIAL_FEDERATION_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/fc-carl-zeiss-jena-2237862,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=89,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=89,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=53,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
54,54,3,europe_top_flight,frauen_bundesliga_germany,hamburger_sv_women,Hamburger SV Women,,P0_OFFICIAL_CLUB_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,hsv.de,https://www.hsv.de/profis/team-hsv-frauen/kader-hsv-frauen,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=32,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=3,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=54,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
55,55,90,europe_top_flight,frauen_bundesliga_germany,rb_leipzig_women,RB Leipzig Women,,P0_OFFICIAL_FEDERATION_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/rb-leipzig-2237175,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=90,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=90,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=55,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
56,56,4,europe_top_flight,frauen_bundesliga_germany,sc_freiburg_women,SC Freiburg Women,,P0_OFFICIAL_CLUB_PAGE,2_p0_roster_or_source_verify,official_source_candidate,scfreiburg.com,https://www.scfreiburg.com/frauen,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=33,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=4,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=56,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
57,57,91,europe_top_flight,frauen_bundesliga_germany,sgs_essen,SGS Essen,,P0_OFFICIAL_FEDERATION_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/sgs-essen,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=91,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=91,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=57,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
58,58,92,europe_top_flight,frauen_bundesliga_germany,sv_werder_bremen_women,SV Werder Bremen Women,,P0_OFFICIAL_FEDERATION_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/sv-werder-bremen-29374,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=92,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=92,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=58,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
59,59,5,europe_top_flight,frauen_bundesliga_germany,tsg_hoffenheim_women,TSG Hoffenheim Women,,P0_OFFICIAL_CLUB_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,tsg-hoffenheim.de,https://www.tsg-hoffenheim.de/teams/frauen/bundesliga/team,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=34,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=5,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=59,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
60,60,93,europe_top_flight,frauen_bundesliga_germany,union_berlin_women,Union Berlin Women,,P0_OFFICIAL_FEDERATION_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/1-fc-union-berlin-29398,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=93,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=93,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=60,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
61,61,94,europe_top_flight,frauen_bundesliga_germany,vfl_wolfsburg_women,VfL Wolfsburg Women,,P0_OFFICIAL_FEDERATION_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/vfl-wolfsburg-2085,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=94,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=94,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=61,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
62,62,6,europe_top_flight,serie_a_women_italy,ac_milan_women,AC Milan Women,,P0_OFFICIAL_CLUB_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,acmilan.com,https://www.acmilan.com/en/teams/women-first-team/all,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=35,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=6,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=62,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
63,63,7,europe_top_flight,serie_a_women_italy,as_roma_women,AS Roma Women,,P0_OFFICIAL_CLUB_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,asroma.com,https://www.asroma.com/en/women/players-and-staff,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=36,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=7,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=63,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
64,64,8,europe_top_flight,serie_a_women_italy,como_women,Como Women,,P0_OFFICIAL_CLUB_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,comowomen.com,https://comowomen.com/en/team-and-staff,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=37,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=8,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=64,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
65,65,95,europe_top_flight,serie_a_women_italy,fc_internazionale_women,FC Internazionale Women,,P0_OFFICIAL_CLUB_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,inter.it,https://www.inter.it/en/teams/inter-women,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=95,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=95,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=65,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
66,66,9,europe_top_flight,serie_a_women_italy,fiorentina_women,Fiorentina Women,,P0_OFFICIAL_CLUB_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,acffiorentina.com,https://www.acffiorentina.com/en/fiorentina-women,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=38,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=9,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=66,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
67,67,10,europe_top_flight,serie_a_women_italy,genoa_women,Genoa Women,,P0_OFFICIAL_CLUB_PAGE,2_p0_roster_or_source_verify,official_source_candidate,genoacfc.it,https://genoacfc.it/prima-squadra-femminile/,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=39,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=10,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=67,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
68,68,11,europe_top_flight,serie_a_women_italy,juventus_women,Juventus Women,,P0_OFFICIAL_CLUB_ROSTER,2_p0_roster_or_source_verify,official_source_candidate,juventus.com,https://www.juventus.com/en/teams/first-team-women/squad/,"human-provided candidate/source page URL only; not a hotlinked image file, screenshot, cached binary, or thumbnail","caption, recap, roster/profile, source page, match report, or team/player page that supports identity and action context","official roster, player profile, team page, league page, or match/event page that confirms player/team/current context",yes,data/asset_registry/womens_soccer/womens_soccer_athlete_source_priority.csv#row=40,data/asset_registry/womens_soccer/womens_soccer_athlete_candidate_next_action_board.csv#row=11,data/asset_registry/womens_soccer/womens_soccer_athlete_operator_focus.csv#row=68,data/asset_registry/action_photo_candidates/review_only_womens_soccer_action_photo_starter_intake.csv,data/asset_registry/action_photo_candidates/review_only_action_photo_research_return_intake_v1.csv,candidate_photo_url|evidence_url|evidence_summary|identity_anchor_url|source_url|entity_id|rights_class|identity_confidence|intended_review_only_use|operator_verify_required,no,"Open the source/focus refs manually, collect candidate page URL, evidence URL, identity anchor, and conservative rights/identity metadata, then paste complete human-reviewed rows into the action-photo research return intake; do not fetch, download, approve, render, move, or publish.","Do not fetch sources, download images, write assets/headshots, approve candidates, create .approved markers, mark render-ready, move files, or publish.",no,,,,,,,,true,false,false,false,false,false,false,false,false,false,false
