source_priority_rank,source_review_bucket,source_candidate_level,research_lane,scope_id,league_id,league_name,team_id,team_name,player_name,issue_type,operator_action,source_priority,official_status,confidence,operator_verify_required,source_domain,source_candidate_url,linked_queue_bucket,linked_first_action_bucket,linked_missing_local_candidate_rows,render_readiness,safe_next_action,download_approved,source_url,entity_id,rights_class,identity_confidence,intended_review_only_use,operator_decision,operator_notes,review_only,approval_state_change,candidate_state_change,asset_downloads,headshot_writes,approved_marker_writes,publish_ready,auto_approval,auto_publish,move_files,paid_apis
99,4_official_metadata_candidate,official_source_candidate,europe_official_source_map,europe_top_flight,frauen_bundesliga_germany,Frauen-Bundesliga,bayer_04_leverkusen_women,Bayer 04 Leverkusen Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_FEDERATION_ROSTER,official_federation,high,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/bayer-04-leverkusen-21515,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,14,not_render_ready_source_candidate_only,Use as source metadata candidate only; Europe rows remain not render-ready.,no,,bayer_04_leverkusen_women,,,,,,true,false,false,false,false,false,false,false,false,false,false
100,4_official_metadata_candidate,official_source_candidate,europe_official_source_map,europe_top_flight,frauen_bundesliga_germany,Frauen-Bundesliga,eintracht_frankfurt_women,Eintracht Frankfurt Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_FEDERATION_ROSTER,official_federation,high,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/eintracht-frankfurt-31426,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,14,not_render_ready_source_candidate_only,Use as source metadata candidate only; Europe rows remain not render-ready.,no,,eintracht_frankfurt_women,,,,,,true,false,false,false,false,false,false,false,false,false,false
101,4_official_metadata_candidate,official_source_candidate,europe_official_source_map,europe_top_flight,frauen_bundesliga_germany,Frauen-Bundesliga,fc_bayern_munich_women,FC Bayern Munich Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_FEDERATION_ROSTER,official_federation,high,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/bayern-muenchen-208,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,14,not_render_ready_source_candidate_only,Use as source metadata candidate only; Europe rows remain not render-ready.,no,,fc_bayern_munich_women,,,,,,true,false,false,false,false,false,false,false,false,false,false
102,4_official_metadata_candidate,official_source_candidate,europe_official_source_map,europe_top_flight,frauen_bundesliga_germany,Frauen-Bundesliga,fc_carl_zeiss_jena_women,FC Carl Zeiss Jena Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_FEDERATION_ROSTER,official_federation,high,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/fc-carl-zeiss-jena-2237862,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,14,not_render_ready_source_candidate_only,Use as source metadata candidate only; Europe rows remain not render-ready.,no,,fc_carl_zeiss_jena_women,,,,,,true,false,false,false,false,false,false,false,false,false,false
103,4_official_metadata_candidate,official_source_candidate,europe_official_source_map,europe_top_flight,frauen_bundesliga_germany,Frauen-Bundesliga,rb_leipzig_women,RB Leipzig Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_FEDERATION_ROSTER,official_federation,high,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/rb-leipzig-2237175,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,14,not_render_ready_source_candidate_only,Use as source metadata candidate only; Europe rows remain not render-ready.,no,,rb_leipzig_women,,,,,,true,false,false,false,false,false,false,false,false,false,false
104,4_official_metadata_candidate,official_source_candidate,europe_official_source_map,europe_top_flight,frauen_bundesliga_germany,Frauen-Bundesliga,sgs_essen,SGS Essen,,official_source_map,source_metadata_review_only,P0_OFFICIAL_FEDERATION_ROSTER,official_federation,high,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/sgs-essen,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,14,not_render_ready_source_candidate_only,Use as source metadata candidate only; Europe rows remain not render-ready.,no,,sgs_essen,,,,,,true,false,false,false,false,false,false,false,false,false,false
105,4_official_metadata_candidate,official_source_candidate,europe_official_source_map,europe_top_flight,frauen_bundesliga_germany,Frauen-Bundesliga,sv_werder_bremen_women,SV Werder Bremen Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_FEDERATION_ROSTER,official_federation,high,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/sv-werder-bremen-29374,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,14,not_render_ready_source_candidate_only,Use as source metadata candidate only; Europe rows remain not render-ready.,no,,sv_werder_bremen_women,,,,,,true,false,false,false,false,false,false,false,false,false,false
106,4_official_metadata_candidate,official_source_candidate,europe_official_source_map,europe_top_flight,frauen_bundesliga_germany,Frauen-Bundesliga,union_berlin_women,Union Berlin Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_FEDERATION_ROSTER,official_federation,high,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/1-fc-union-berlin-29398,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,14,not_render_ready_source_candidate_only,Use as source metadata candidate only; Europe rows remain not render-ready.,no,,union_berlin_women,,,,,,true,false,false,false,false,false,false,false,false,false,false
107,4_official_metadata_candidate,official_source_candidate,europe_official_source_map,europe_top_flight,frauen_bundesliga_germany,Frauen-Bundesliga,vfl_wolfsburg_women,VfL Wolfsburg Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_FEDERATION_ROSTER,official_federation,high,no,datencenter.dfb.de,https://datencenter.dfb.de/competitions/google-pixel-frauen-bundesliga/seasons/google-pixel-frauen-bundesliga-2025-2026/teams/vfl-wolfsburg-2085,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,14,not_render_ready_source_candidate_only,Use as source metadata candidate only; Europe rows remain not render-ready.,no,,vfl_wolfsburg_women,,,,,,true,false,false,false,false,false,false,false,false,false,false
108,4_official_metadata_candidate,official_source_candidate,europe_official_source_map,europe_top_flight,serie_a_women_italy,Serie A Women,fc_internazionale_women,FC Internazionale Women,,official_source_map,source_metadata_review_only,P0_OFFICIAL_CLUB_ROSTER,official_team,high,no,inter.it,https://www.inter.it/en/teams/inter-women,p1_europe_gray_area_source_review,2_source_verification_gray_or_reputable,12,not_render_ready_source_candidate_only,Use as source metadata candidate only; Europe rows remain not render-ready.,no,,fc_internazionale_women,,,,,,true,false,false,false,false,false,false,false,false,false,false
