priority,sport_family,sport_label,asset_domain,entity_id,display_name,candidate_id,review_state,board_to_open,contact_sheet_to_open,intake_to_fill,source_url,local_asset_path,local_asset_present,current_source_reviewed,current_identity_status,fields_to_fill_after_manual_review,fields_to_keep_blank_until_review,fields_that_must_remain_hold,next_human_action,guardrail_note
L01,softball,Softball,logo,ausl,Athletes Unlimited Softball League,league_mark,source_candidate_only_local_logo_missing,data/asset_registry/softball/softball_logo_contact_sheet.md,data/asset_registry/softball/softball_logo_contact_sheet.csv,data/asset_registry/softball/softball_logo_review_intake.csv,https://theausl.com/,assets/leagues/softball/ausl/league_mark.png,no,yes,yes,operator_decision; source_reviewed; identity_match; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,reviewed_by; reviewed_at_local; source_url_to_record,registry_action=hold_no_registry_state_change_until_local_logo_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the logo board/source page, compare mark identity, then fill the logo intake; keep registry action hold-only until a local logo asset is manually supplied and reviewed.",review-only; no downloads; no approval-state change
L02,softball,Softball,logo,carolina_blaze,Carolina Blaze,primary_logo,source_candidate_only_local_logo_missing,data/asset_registry/softball/softball_logo_contact_sheet.md,data/asset_registry/softball/softball_logo_contact_sheet.csv,data/asset_registry/softball/softball_logo_review_intake.csv,https://theausl.com/blaze/,assets/leagues/softball/ausl/teams/carolina_blaze/logo.png,no,yes,yes,operator_decision; source_reviewed; identity_match; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,reviewed_by; reviewed_at_local; source_url_to_record,registry_action=hold_no_registry_state_change_until_local_logo_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the logo board/source page, compare mark identity, then fill the logo intake; keep registry action hold-only until a local logo asset is manually supplied and reviewed.",review-only; no downloads; no approval-state change
L03,softball,Softball,logo,chicago_bandits,Chicago Bandits,primary_logo,source_candidate_only_local_logo_missing,data/asset_registry/softball/softball_logo_contact_sheet.md,data/asset_registry/softball/softball_logo_contact_sheet.csv,data/asset_registry/softball/softball_logo_review_intake.csv,https://theausl.com/bandits/,assets/leagues/softball/ausl/teams/chicago_bandits/logo.png,no,yes,yes,operator_decision; source_reviewed; identity_match; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,reviewed_by; reviewed_at_local; source_url_to_record,registry_action=hold_no_registry_state_change_until_local_logo_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the logo board/source page, compare mark identity, then fill the logo intake; keep registry action hold-only until a local logo asset is manually supplied and reviewed.",review-only; no downloads; no approval-state change
L04,softball,Softball,logo,oklahoma_city_spark,Oklahoma City Spark,primary_logo,source_candidate_only_local_logo_missing,data/asset_registry/softball/softball_logo_contact_sheet.md,data/asset_registry/softball/softball_logo_contact_sheet.csv,data/asset_registry/softball/softball_logo_review_intake.csv,https://theausl.com/spark/,assets/leagues/softball/ausl/teams/oklahoma_city_spark/logo.png,no,yes,yes,operator_decision; source_reviewed; identity_match; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,reviewed_by; reviewed_at_local; source_url_to_record,registry_action=hold_no_registry_state_change_until_local_logo_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the logo board/source page, compare mark identity, then fill the logo intake; keep registry action hold-only until a local logo asset is manually supplied and reviewed.",review-only; no downloads; no approval-state change
L05,softball,Softball,logo,portland_cascade,Portland Cascade,primary_logo,source_candidate_only_local_logo_missing,data/asset_registry/softball/softball_logo_contact_sheet.md,data/asset_registry/softball/softball_logo_contact_sheet.csv,data/asset_registry/softball/softball_logo_review_intake.csv,https://theausl.com/cascade/,assets/leagues/softball/ausl/teams/portland_cascade/logo.png,no,yes,yes,operator_decision; source_reviewed; identity_match; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,reviewed_by; reviewed_at_local; source_url_to_record,registry_action=hold_no_registry_state_change_until_local_logo_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the logo board/source page, compare mark identity, then fill the logo intake; keep registry action hold-only until a local logo asset is manually supplied and reviewed.",review-only; no downloads; no approval-state change
L06,softball,Softball,logo,texas_volts,Texas Volts,primary_logo,source_candidate_only_local_logo_missing,data/asset_registry/softball/softball_logo_contact_sheet.md,data/asset_registry/softball/softball_logo_contact_sheet.csv,data/asset_registry/softball/softball_logo_review_intake.csv,https://theausl.com/volts/,assets/leagues/softball/ausl/teams/texas_volts/logo.png,no,yes,yes,operator_decision; source_reviewed; identity_match; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,reviewed_by; reviewed_at_local; source_url_to_record,registry_action=hold_no_registry_state_change_until_local_logo_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the logo board/source page, compare mark identity, then fill the logo intake; keep registry action hold-only until a local logo asset is manually supplied and reviewed.",review-only; no downloads; no approval-state change
L07,softball,Softball,logo,utah_talons,Utah Talons,primary_logo,source_candidate_only_local_logo_missing,data/asset_registry/softball/softball_logo_contact_sheet.md,data/asset_registry/softball/softball_logo_contact_sheet.csv,data/asset_registry/softball/softball_logo_review_intake.csv,https://theausl.com/talons/,assets/leagues/softball/ausl/teams/utah_talons/logo.png,no,yes,yes,operator_decision; source_reviewed; identity_match; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,reviewed_by; reviewed_at_local; source_url_to_record,registry_action=hold_no_registry_state_change_until_local_logo_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the logo board/source page, compare mark identity, then fill the logo intake; keep registry action hold-only until a local logo asset is manually supplied and reviewed.",review-only; no downloads; no approval-state change
A01,softball,Softball,athlete_photo,carolina_blaze,operator_add_player_from_team_roster,carolina_blaze_roster_source_candidate_01,source_candidate_only_local_asset_missing,data/asset_registry/softball/athlete_photo_contact_sheets/carolina_blaze.md,data/asset_registry/softball/softball_athlete_photo_contact_sheet.csv,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,https://theausl.com/blaze/roster,assets/leagues/softball/ausl/athletes/carolina_blaze/carolina_blaze_roster_source_candidate_01/headshot.png,no,no,no,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,source_url_to_record; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the team board/source URL, confirm source/rights posture, then fill only source-review fields in the athlete intake; keep identity/local-file/approval fields held until a named athlete and local candidate asset exist.",review-only; source candidate only unless local asset exists; no headshot or marker writes
A02,softball,Softball,athlete_photo,carolina_blaze,operator_add_player_from_team_profile_source,carolina_blaze_team_profile_source_candidate_02,source_candidate_only_local_asset_missing,data/asset_registry/softball/athlete_photo_contact_sheets/carolina_blaze.md,data/asset_registry/softball/softball_athlete_photo_contact_sheet.csv,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,https://theausl.com/blaze/,assets/leagues/softball/ausl/athletes/carolina_blaze/carolina_blaze_team_profile_source_candidate_02/headshot.png,no,no,no,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,source_url_to_record; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the team board/source URL, confirm source/rights posture, then fill only source-review fields in the athlete intake; keep identity/local-file/approval fields held until a named athlete and local candidate asset exist.",review-only; source candidate only unless local asset exists; no headshot or marker writes
A03,softball,Softball,athlete_photo,carolina_blaze,operator_add_player_from_league_player_index,carolina_blaze_league_player_index_candidate_03,source_candidate_only_local_asset_missing,data/asset_registry/softball/athlete_photo_contact_sheets/carolina_blaze.md,data/asset_registry/softball/softball_athlete_photo_contact_sheet.csv,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,https://theausl.com/players/,assets/leagues/softball/ausl/athletes/carolina_blaze/carolina_blaze_league_player_index_candidate_03/headshot.png,no,no,no,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,source_url_to_record; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the team board/source URL, confirm source/rights posture, then fill only source-review fields in the athlete intake; keep identity/local-file/approval fields held until a named athlete and local candidate asset exist.",review-only; source candidate only unless local asset exists; no headshot or marker writes
A04,softball,Softball,athlete_photo,chicago_bandits,operator_add_player_from_team_roster,chicago_bandits_roster_source_candidate_01,source_candidate_only_local_asset_missing,data/asset_registry/softball/athlete_photo_contact_sheets/chicago_bandits.md,data/asset_registry/softball/softball_athlete_photo_contact_sheet.csv,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,https://theausl.com/bandits/roster,assets/leagues/softball/ausl/athletes/chicago_bandits/chicago_bandits_roster_source_candidate_01/headshot.png,no,no,no,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,source_url_to_record; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the team board/source URL, confirm source/rights posture, then fill only source-review fields in the athlete intake; keep identity/local-file/approval fields held until a named athlete and local candidate asset exist.",review-only; source candidate only unless local asset exists; no headshot or marker writes
A05,softball,Softball,athlete_photo,chicago_bandits,operator_add_player_from_team_profile_source,chicago_bandits_team_profile_source_candidate_02,source_candidate_only_local_asset_missing,data/asset_registry/softball/athlete_photo_contact_sheets/chicago_bandits.md,data/asset_registry/softball/softball_athlete_photo_contact_sheet.csv,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,https://theausl.com/bandits/,assets/leagues/softball/ausl/athletes/chicago_bandits/chicago_bandits_team_profile_source_candidate_02/headshot.png,no,no,no,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,source_url_to_record; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the team board/source URL, confirm source/rights posture, then fill only source-review fields in the athlete intake; keep identity/local-file/approval fields held until a named athlete and local candidate asset exist.",review-only; source candidate only unless local asset exists; no headshot or marker writes
A06,softball,Softball,athlete_photo,chicago_bandits,operator_add_player_from_league_player_index,chicago_bandits_league_player_index_candidate_03,source_candidate_only_local_asset_missing,data/asset_registry/softball/athlete_photo_contact_sheets/chicago_bandits.md,data/asset_registry/softball/softball_athlete_photo_contact_sheet.csv,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,https://theausl.com/players/,assets/leagues/softball/ausl/athletes/chicago_bandits/chicago_bandits_league_player_index_candidate_03/headshot.png,no,no,no,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,source_url_to_record; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the team board/source URL, confirm source/rights posture, then fill only source-review fields in the athlete intake; keep identity/local-file/approval fields held until a named athlete and local candidate asset exist.",review-only; source candidate only unless local asset exists; no headshot or marker writes
A07,softball,Softball,athlete_photo,oklahoma_city_spark,operator_add_player_from_team_roster,oklahoma_city_spark_roster_source_candidate_01,source_candidate_only_local_asset_missing,data/asset_registry/softball/athlete_photo_contact_sheets/oklahoma_city_spark.md,data/asset_registry/softball/softball_athlete_photo_contact_sheet.csv,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,https://theausl.com/spark/roster,assets/leagues/softball/ausl/athletes/oklahoma_city_spark/oklahoma_city_spark_roster_source_candidate_01/headshot.png,no,no,no,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,source_url_to_record; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the team board/source URL, confirm source/rights posture, then fill only source-review fields in the athlete intake; keep identity/local-file/approval fields held until a named athlete and local candidate asset exist.",review-only; source candidate only unless local asset exists; no headshot or marker writes
A08,softball,Softball,athlete_photo,oklahoma_city_spark,operator_add_player_from_team_profile_source,oklahoma_city_spark_team_profile_source_candidate_02,source_candidate_only_local_asset_missing,data/asset_registry/softball/athlete_photo_contact_sheets/oklahoma_city_spark.md,data/asset_registry/softball/softball_athlete_photo_contact_sheet.csv,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,https://theausl.com/spark/,assets/leagues/softball/ausl/athletes/oklahoma_city_spark/oklahoma_city_spark_team_profile_source_candidate_02/headshot.png,no,no,no,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,source_url_to_record; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the team board/source URL, confirm source/rights posture, then fill only source-review fields in the athlete intake; keep identity/local-file/approval fields held until a named athlete and local candidate asset exist.",review-only; source candidate only unless local asset exists; no headshot or marker writes
A09,softball,Softball,athlete_photo,oklahoma_city_spark,operator_add_player_from_league_player_index,oklahoma_city_spark_league_player_index_candidate_03,source_candidate_only_local_asset_missing,data/asset_registry/softball/athlete_photo_contact_sheets/oklahoma_city_spark.md,data/asset_registry/softball/softball_athlete_photo_contact_sheet.csv,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,https://theausl.com/players/,assets/leagues/softball/ausl/athletes/oklahoma_city_spark/oklahoma_city_spark_league_player_index_candidate_03/headshot.png,no,no,no,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,source_url_to_record; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the team board/source URL, confirm source/rights posture, then fill only source-review fields in the athlete intake; keep identity/local-file/approval fields held until a named athlete and local candidate asset exist.",review-only; source candidate only unless local asset exists; no headshot or marker writes
A10,softball,Softball,athlete_photo,portland_cascade,operator_add_player_from_team_roster,portland_cascade_roster_source_candidate_01,source_candidate_only_local_asset_missing,data/asset_registry/softball/athlete_photo_contact_sheets/portland_cascade.md,data/asset_registry/softball/softball_athlete_photo_contact_sheet.csv,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,https://theausl.com/cascade/roster,assets/leagues/softball/ausl/athletes/portland_cascade/portland_cascade_roster_source_candidate_01/headshot.png,no,no,no,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,source_url_to_record; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the team board/source URL, confirm source/rights posture, then fill only source-review fields in the athlete intake; keep identity/local-file/approval fields held until a named athlete and local candidate asset exist.",review-only; source candidate only unless local asset exists; no headshot or marker writes
A11,softball,Softball,athlete_photo,portland_cascade,operator_add_player_from_team_profile_source,portland_cascade_team_profile_source_candidate_02,source_candidate_only_local_asset_missing,data/asset_registry/softball/athlete_photo_contact_sheets/portland_cascade.md,data/asset_registry/softball/softball_athlete_photo_contact_sheet.csv,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,https://theausl.com/cascade/,assets/leagues/softball/ausl/athletes/portland_cascade/portland_cascade_team_profile_source_candidate_02/headshot.png,no,no,no,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,source_url_to_record; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the team board/source URL, confirm source/rights posture, then fill only source-review fields in the athlete intake; keep identity/local-file/approval fields held until a named athlete and local candidate asset exist.",review-only; source candidate only unless local asset exists; no headshot or marker writes
A12,softball,Softball,athlete_photo,portland_cascade,operator_add_player_from_league_player_index,portland_cascade_league_player_index_candidate_03,source_candidate_only_local_asset_missing,data/asset_registry/softball/athlete_photo_contact_sheets/portland_cascade.md,data/asset_registry/softball/softball_athlete_photo_contact_sheet.csv,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,https://theausl.com/players/,assets/leagues/softball/ausl/athletes/portland_cascade/portland_cascade_league_player_index_candidate_03/headshot.png,no,no,no,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,source_url_to_record; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the team board/source URL, confirm source/rights posture, then fill only source-review fields in the athlete intake; keep identity/local-file/approval fields held until a named athlete and local candidate asset exist.",review-only; source candidate only unless local asset exists; no headshot or marker writes
A13,softball,Softball,athlete_photo,texas_volts,operator_add_player_from_team_roster,texas_volts_roster_source_candidate_01,source_candidate_only_local_asset_missing,data/asset_registry/softball/athlete_photo_contact_sheets/texas_volts.md,data/asset_registry/softball/softball_athlete_photo_contact_sheet.csv,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,https://theausl.com/volts/roster,assets/leagues/softball/ausl/athletes/texas_volts/texas_volts_roster_source_candidate_01/headshot.png,no,no,no,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,source_url_to_record; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the team board/source URL, confirm source/rights posture, then fill only source-review fields in the athlete intake; keep identity/local-file/approval fields held until a named athlete and local candidate asset exist.",review-only; source candidate only unless local asset exists; no headshot or marker writes
A14,softball,Softball,athlete_photo,texas_volts,operator_add_player_from_team_profile_source,texas_volts_team_profile_source_candidate_02,source_candidate_only_local_asset_missing,data/asset_registry/softball/athlete_photo_contact_sheets/texas_volts.md,data/asset_registry/softball/softball_athlete_photo_contact_sheet.csv,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,https://theausl.com/volts/,assets/leagues/softball/ausl/athletes/texas_volts/texas_volts_team_profile_source_candidate_02/headshot.png,no,no,no,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,source_url_to_record; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the team board/source URL, confirm source/rights posture, then fill only source-review fields in the athlete intake; keep identity/local-file/approval fields held until a named athlete and local candidate asset exist.",review-only; source candidate only unless local asset exists; no headshot or marker writes
A15,softball,Softball,athlete_photo,texas_volts,operator_add_player_from_league_player_index,texas_volts_league_player_index_candidate_03,source_candidate_only_local_asset_missing,data/asset_registry/softball/athlete_photo_contact_sheets/texas_volts.md,data/asset_registry/softball/softball_athlete_photo_contact_sheet.csv,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,https://theausl.com/players/,assets/leagues/softball/ausl/athletes/texas_volts/texas_volts_league_player_index_candidate_03/headshot.png,no,no,no,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,source_url_to_record; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the team board/source URL, confirm source/rights posture, then fill only source-review fields in the athlete intake; keep identity/local-file/approval fields held until a named athlete and local candidate asset exist.",review-only; source candidate only unless local asset exists; no headshot or marker writes
A16,softball,Softball,athlete_photo,utah_talons,operator_add_player_from_team_roster,utah_talons_roster_source_candidate_01,source_candidate_only_local_asset_missing,data/asset_registry/softball/athlete_photo_contact_sheets/utah_talons.md,data/asset_registry/softball/softball_athlete_photo_contact_sheet.csv,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,https://theausl.com/talons/roster,assets/leagues/softball/ausl/athletes/utah_talons/utah_talons_roster_source_candidate_01/headshot.png,no,no,no,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,source_url_to_record; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the team board/source URL, confirm source/rights posture, then fill only source-review fields in the athlete intake; keep identity/local-file/approval fields held until a named athlete and local candidate asset exist.",review-only; source candidate only unless local asset exists; no headshot or marker writes
A17,softball,Softball,athlete_photo,utah_talons,operator_add_player_from_team_profile_source,utah_talons_team_profile_source_candidate_02,source_candidate_only_local_asset_missing,data/asset_registry/softball/athlete_photo_contact_sheets/utah_talons.md,data/asset_registry/softball/softball_athlete_photo_contact_sheet.csv,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,https://theausl.com/talons/,assets/leagues/softball/ausl/athletes/utah_talons/utah_talons_team_profile_source_candidate_02/headshot.png,no,no,no,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,source_url_to_record; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the team board/source URL, confirm source/rights posture, then fill only source-review fields in the athlete intake; keep identity/local-file/approval fields held until a named athlete and local candidate asset exist.",review-only; source candidate only unless local asset exists; no headshot or marker writes
A18,softball,Softball,athlete_photo,utah_talons,operator_add_player_from_league_player_index,utah_talons_league_player_index_candidate_03,source_candidate_only_local_asset_missing,data/asset_registry/softball/athlete_photo_contact_sheets/utah_talons.md,data/asset_registry/softball/softball_athlete_photo_contact_sheet.csv,data/asset_registry/softball/softball_athlete_photo_review_intake.csv,https://theausl.com/players/,assets/leagues/softball/ausl/athletes/utah_talons/utah_talons_league_player_index_candidate_03/headshot.png,no,no,no,source_reviewed; source_allowed_for_review_only; rights_reviewed; source_url_to_record; operator_notes; reviewed_by; reviewed_at_local,source_url_to_record; reviewed_by; reviewed_at_local,operator_decision=hold_identity; identity_verified=no until named athlete evidence; local_file_reviewed=no until local file exists; registry_action=hold_no_registry_state_change_until_local_candidate_asset_exists; publish_ready=false; auto_approval=false; auto_publish=false; move_files=false; paid_apis=false; asset_downloads=false,"Open the team board/source URL, confirm source/rights posture, then fill only source-review fields in the athlete intake; keep identity/local-file/approval fields held until a named athlete and local candidate asset exist.",review-only; source candidate only unless local asset exists; no headshot or marker writes
